,precision_micro,recall_micro,f1_micro,precision_mean,recall_mean,f1_mean,precision_sd,recall_sd,f1_sd,FRIP,N_cells_removed,N_reads_removed,Ncells,Ncells_with_edits,Nedits,Nnonpeakpairs,Npeakpairs,Nreadpairs,sampling_type,seed,value,cell_line,by
SKNSH_r1e6,0.8080620429158097,0.5387753221815981,0.6464980832829786,0.8080648707397192,0.5387753221815982,0.6464984870281127,0.0020674749177405334,0.000509679146337821,0.0009127524859867195,0.289,44133.333333333336,974685117.0,16580.666666666668,16580.666666666668,83090753.66666667,710994.6666666666,289005.3333333333,1000000.0,reads,,1000000.0,SKNSH,condition
SKNSH_r1e6_s18,0.8102067589834766,0.539277923864935,0.6475458735310852,0.8102067589834766,0.539277923864935,0.6475458735310852,,,,0.289,44147.0,974685117.0,16567.0,16567.0,82937792.0,711079.0,288921.0,1000000.0,reads,18.0,1000000.0,SKNSH,file
SKNSH_r1e6_s20,0.8060808611224205,0.5387891939123082,0.6458730429254341,0.8060808611224205,0.5387891939123082,0.6458730429254341,,,,0.289,44117.0,974685117.0,16597.0,16597.0,83270606.0,710566.0,289434.0,1000000.0,reads,20.0,1000000.0,SKNSH,file
SKNSH_r1e6_s68,0.8079069921132603,0.5382588487675511,0.646076544627819,0.8079069921132603,0.5382588487675511,0.646076544627819,,,,0.289,44136.0,974685117.0,16578.0,16578.0,83063863.0,711339.0,288661.0,1000000.0,reads,68.0,1000000.0,SKNSH,file
SKNSH_r1e7,0.44327717914660275,0.9960201862561543,0.6135118831585631,0.4433201787195084,0.9960201862561543,0.6135402947571639,0.005297890787461972,0.00013996233917931282,0.005058444069234371,0.291,12568.0,965685117.0,48146.0,48146.0,545643482.3333334,7088209.0,2911791.0,10000000.0,reads,,10000000.0,SKNSH,condition
SKNSH_r1e7_s33,0.44652752128827494,0.9959290968026181,0.6166005208014113,0.4465275212882749,0.995929096802618,0.6166005208014113,,,,0.291,12575.0,965685117.0,48139.0,48139.0,545310006.0,7087865.0,2912135.0,10000000.0,reads,33.0,10000000.0,SKNSH,file
SKNSH_r1e7_s34,0.4462278666572231,0.9959501174457419,0.6163187915827933,0.4462278666572231,0.995950117445742,0.6163187915827933,,,,0.291,12601.0,965685117.0,48113.0,48113.0,544987742.0,7088902.0,2911098.0,10000000.0,reads,34.0,10000000.0,SKNSH,file
SKNSH_r1e7_s84,0.4372051482130272,0.996181344520103,0.6077015718872871,0.4372051482130272,0.996181344520103,0.6077015718872871,,,,0.291,12528.0,965685117.0,48186.0,48186.0,546632699.0,7087860.0,2912140.0,10000000.0,reads,84.0,10000000.0,SKNSH,file
SKNSH_r1e8,0.9987376088585846,0.7462717948324631,0.8542414801353567,0.9987402623970509,0.7462717948324631,0.854221794151993,0.0003278398951660609,0.008827092808570707,0.005681161500187913,0.29,135.66666666666666,875685117.0,60578.333333333336,60578.333333333336,862093934.6666666,70955590.33333333,29044409.666666668,100000000.0,reads,,100000000.0,SKNSH,condition
SKNSH_r1e8_s21,0.9985557983733014,0.7516527480656037,0.8576888868144207,0.9985557983733014,0.7516527480656037,0.8576888868144207,,,,0.29,134.0,875685117.0,60580.0,60580.0,862252903.0,70957672.0,29042328.0,100000000.0,reads,21.0,100000000.0,SKNSH,file
SKNSH_r1e8_s66,0.9991187788213883,0.7360845472991456,0.8476653806917963,0.9991187788213884,0.7360845472991456,0.8476653806917963,,,,0.29,141.0,875685117.0,60573.0,60573.0,861635215.0,70953327.0,29046673.0,100000000.0,reads,66.0,100000000.0,SKNSH,file
SKNSH_r1e8_s71,0.9985462099964633,0.75107808913264,0.8573111149497618,0.9985462099964632,0.75107808913264,0.8573111149497618,,,,0.29,132.0,875685117.0,60582.0,60582.0,862393686.0,70955772.0,29044228.0,100000000.0,reads,71.0,100000000.0,SKNSH,file
SKNSH_r5e6,0.5396276543458777,0.9681463873799634,0.692993180181411,0.5396290539001533,0.9681463873799633,0.6929937665126493,0.0009211386131551148,0.0006664906914322052,0.0006238496884657994,0.29,23240.666666666668,970685117.0,37473.333333333336,37473.333333333336,340929807.6666667,3549426.3333333335,1450573.6666666667,5000000.0,reads,,5000000.0,SKNSH,condition
SKNSH_r5e6_s25,0.5406735685901467,0.9674358991111393,0.6936724835391613,0.5406735685901467,0.9674358991111393,0.6936724835391613,,,,0.29,23160.0,970685117.0,37554.0,37554.0,342423637.0,3549351.0,1450649.0,5000000.0,reads,25.0,5000000.0,SKNSH,file
SKNSH_r5e6_s7,0.5389329053781632,0.9682454779341481,0.6924453725185752,0.5389329053781632,0.968245477934148,0.6924453725185752,,,,0.29,23196.0,970685117.0,37518.0,37518.0,341621661.0,3548939.0,1451061.0,5000000.0,reads,7.0,5000000.0,SKNSH,file
