file, cpu, mem(GBs), io(GB), vmem(M), maxvmem(M), nproc, time(s), inputfilesize(B)
SKNSH_f02_s80_PRINT.qsub.sh.o1205707, 312:12:27, 55062294.64728, 18120.56802, 6.316M, 908.340G, 15, 161091, 7335189619
K562_f04_s7_PRINT.qsub.sh.o1205675, 385:58:34, 65389902.75504, 13716.36832, 44.644G, 878.472G, 15, 157839, 6039886451
SKNSH_f035_s99_PRINT.qsub.sh.o1367965, 256:58:13, 44138828.35758, 18112.14573, 5.105M, 915.318G, 15, 106925, 6853480929
HEPG2_f035_s1_PRINT.qsub.sh.o1694480, 310:03:07, 38382592.97642, 11991.47734, 31.080G, 601.106G, 15, 105631, 4418024882
K562_f06_s78_PRINT.qsub.sh.o1205678, 347:33:14, 46455816.40402, 13685.82903, 35.848G, 675.803G, 15, 137804, 4191367873
GM12878_f035_s87_PRINT.qsub.sh.o1770004, 376:17:36, 48633283.72437, 20221.42435, 6.238M, 695.110G, 15, 138773, 5123991809
K562_f06_s49_PRINT.qsub.sh.o1205677, 360:07:01, 48280751.72941, 13684.85414, 35.983G, 675.836G, 15, 144097, 4191293951
GM12878_f08_s86_PRINT.qsub.sh.o1205645, 328:06:03, 32211573.37196, 20153.72010, 5.547M, 498.023G, 15, 122107, 2476441530
MCF7_f005_s76_PRINT.qsub.sh.o1205684, 230:47:20, 23528728.31878, 10528.85804, 28.702G, 560.584G, 15, 90390, 3836987580
K562_f01_s33_PRINT.qsub.sh.o1205667, 388:14:18, 61115406.78420, 13710.54664, 42.091G, 812.664G, 15, 146924, 5914648999
GM12878_f02_s49_PRINT.qsub.sh.o1205635, 334:07:34, 43466017.89005, 13506.32111, 35.522G, 664.328G, 15, 135566, 4937501255
HEPG2_f025_s88_PRINT.qsub.sh.o1367940, 281:52:22, 35107793.70800, 12125.89126, 33.878G, 645.247G, 15, 107817, 4842444776
SKNSH_f005_s86_PRINT.qsub.sh.o1205702, 274:12:30, 44629696.10237, 18087.56067, 6.352M, 851.128G, 15, 114625, 6211153195
SKNSH_f06_s9_PRINT.qsub.sh.o1721537, 281:49:39, 33233608.16689, 12051.40480, 31.646G, 634.864G, 15, 109702, 4172610037
K562_f035_s96_PRINT.qsub.sh.o1694504, 154:36:15, 20102353.08123, 121.20315, 31.309G, 685.542G, 15, 46855, 6743449122
MCF7_f025_s89_PRINT.qsub.sh.o1367946, 220:58:14, 27658053.65000, 10544.54027, 33.917G, 664.812G, 15, 86681, 4818179267
HEPG2_f06_s96_PRINT.qsub.sh.o1205660, 273:06:39, 27750434.64402, 12093.43143, 27.228G, 541.706G, 15, 103822, 2789012961
MCF7_f08_s13_PRINT.qsub.sh.o1205697, 224:07:01, 16824290.95562, 10499.10109, 21.498G, 390.430G, 15, 96861, 1920844437
GM12878_f08_s18_PRINT.qsub.sh.o1205643, 285:00:54, 26029611.50708, 13466.69931, 24.980G, 484.635G, 15, 108493, 2476527614
HEPG2_f04_s24_PRINT.qsub.sh.o1205655, 294:34:53, 34840260.28356, 12113.78299, 32.207G, 599.868G, 15, 111662, 4008888303
HEPG2_f02_s75_PRINT.qsub.sh.o1205652, 286:42:10, 33630292.58141, 18144.35291, 4.660M, 634.665G, 15, 108964, 4618778961
MCF7_f06_s34_PRINT.qsub.sh.o1205694, 213:36:15, 18217837.94795, 10509.98323, 23.524G, 446.769G, 15, 91397, 2638616356
K562_f025_s4_PRINT.qsub.sh.o1367943, , , ,
HEPG2_f005_s1_PRINT.qsub.sh.o1205646, 300:05:26, 31070383.02617, 12110.35001, 27.961G, 519.242G, 15, 110499, 3857485317
MCF7_f08_s96_PRINT.qsub.sh.o1205699, 216:23:52, 16395167.92454, 10499.54508, 3.531M, 393.270G, 15, 90426, 1920611282
SKNSH_f025_s18_PRINT.qsub.sh.o1367948, 314:28:39, 61798650.56356, 18129.33840, 6.363M, 1012.878G, 15, 140896, 7681316725
HEPG2_f01_s67_PRINT.qsub.sh.o1205651, 297:49:33, 33795607.23071, 12114.35571, 1.824M, 605.132G, 15, 111449, 4119630747
GM12878_f01_s40_PRINT.qsub.sh.o1368010, 282:24:12, 36436931.98310, 13351.60711, 32.288G, 655.157G, 15, 89738, 4295664352
HEPG2_f035_s73_PRINT.qsub.sh.o1367956, 280:44:49, 32487681.15380, 12118.95993, 31.658G, 586.466G, 15, 121230, 4417844487
K562_f025_s2_PRINT.qsub.sh.o1367942, 370:58:05, 69064646.12337, 13731.58027, 3.461M, 985.861G, 15, 144074, 7136866033
GM12878_f01_s2_PRINT.qsub.sh.o1205631, 387:49:37, 47577828.90739, 13497.61279, 33.620G, 625.713G, 15, 142169, 4295337822
GM12878_f025_s40_PRINT.qsub.sh.o1367937, 363:26:03, 48344294.11662, 13510.99903, 36.223G, 684.347G, 15, 132760, 5083823853
HEPG2_f025_s76_PRINT.qsub.sh.o1367939, 278:59:03, 34955205.71219, 18150.02896, 6.449M, 646.433G, 15, 107351, 4842411409
HEPG2_f04_s68_PRINT.qsub.sh.o1205657, 299:37:22, 35366511.44235, 18128.91857, 6.340M, 609.569G, 15, 110862, 4008044959
HEPG2_f035_s1_PRINT.qsub.sh.o1367955, , , ,
GM12878_f005_s21_PRINT.qsub.sh.o1205628, , , ,
GM12878_f035_s36_PRINT.qsub.sh.o1367951, , , ,
K562_f02_s53_PRINT.qsub.sh.o1205671, , , ,
GM12878_f005_s40_PRINT.qsub.sh.o1205629, , , ,
GM12878_f035_s87_PRINT.qsub.sh.o1367953, , , ,
GM12878_f01_s40_PRINT.qsub.sh.o1205632, , , ,
K562_f035_s96_PRINT.qsub.sh.o1367959, , , ,
SKNSH_f06_s9_PRINT.qsub.sh.o1205713, , , ,
K562_f025_s95_PRINT.qsub.sh.o1367944, 348:25:24, 67999795.12278, 20407.67500, 4.758M, 1.003T, 15, 146734, 7136769298
K562_f005_s74_PRINT.qsub.sh.o1205665, 321:42:19, 53320801.87727, 13704.60469, 42.708G, 894.723G, 15, 130002, 5548870506
GM12878_f04_s50_PRINT.qsub.sh.o1205638, 340:06:21, 48527763.38377, 13508.62583, 38.298G, 749.436G, 15, 137190, 5007993988
MCF7_f01_s53_PRINT.qsub.sh.o1205686, 228:29:40, 27920743.88931, 15768.56144, 5.551M, 661.457G, 15, 89956, 4083397229
GM12878_f02_s76_PRINT.qsub.sh.o1205636, 349:00:26, 45650898.14614, 13508.33261, 35.517G, 666.833G, 15, 135253, 4937322617
MCF7_f02_s59_PRINT.qsub.sh.o1205690, 215:27:35, 23700566.19972, 15780.33763, 4.504M, 561.470G, 15, 86281, 4576874974
HEPG2_f005_s76_PRINT.qsub.sh.o1205647, 283:38:11, 25022545.66131, 12109.34959, 24.167G, 449.698G, 15, 106737, 3857260839
HEPG2_f01_s23_PRINT.qsub.sh.o1205649, 275:03:24, 34257267.00511, 18129.23987, 6.359M, 658.570G, 15, 102924, 4119671829
K562_f08_s10_PRINT.qsub.sh.o1205679, 346:55:09, 38583837.64527, 13670.62710, 29.985G, 582.483G, 15, 131589, 3146602020
K562_f08_s27_PRINT.qsub.sh.o1205680, 329:58:16, 36104541.80031, 13667.79343, 29.873G, 573.546G, 15, 123550, 3145836125
GM12878_f06_s82_PRINT.qsub.sh.o1205642, 324:12:40, 34406103.31230, 13488.01974, 28.533G, 557.376G, 15, 124368, 3691452149
GM12878_f08_s85_PRINT.qsub.sh.o1205644, 298:16:28, 28976143.95320, 13468.23183, 26.971G, 502.226G, 15, 112060, 2476867620
GM12878_f025_s10_PRINT.qsub.sh.o1367936, 325:08:36, 42971383.37497, 20218.30475, 6.449M, 676.532G, 15, 121860, 5083901575
HEPG2_f06_s67_PRINT.qsub.sh.o1205659, 280:22:43, 28871561.08385, 12095.07480, 27.280G, 544.326G, 15, 103441, 2789337151
SKNSH_f08_s55_PRINT.qsub.sh.o1205715, 277:56:52, 27995892.22365, 18004.81210, 6.020M, 508.640G, 15, 137933, 2969926639
HEPG2_f005_s95_PRINT.qsub.sh.o1205648, 333:52:53, 29416956.64515, 18123.78628, 4.566M, 449.648G, 15, 116159, 3858032886
MCF7_f025_s28_PRINT.qsub.sh.o1367945, 221:05:53, 28265760.49679, 15785.87314, 5.402M, 669.427G, 15, 90619, 4818295081
GM12878_f06_s35_PRINT.qsub.sh.o1205641, 371:31:13, 40941035.82789, 13488.32793, 624.000K, 560.555G, 15, 137217, 3691531012
MCF7_f02_s27_TOBIAS.qsub.sh.o887267, 39:02:55, 119480.41070, 2326.73417, 3.488M, 15.187G, 8, 20022, 55233521902
K562_f025_s4_TOBIAS.qsub.sh.o1367928, 47:37:17, 180689.39981, 3787.96582, 12.160M, 25.271G, 8, 24382, 83971280280
HEPG2_f01_s23_TOBIAS.qsub.sh.o887227, 30:30:35, 99378.23053, 2474.29128, 13.918M, 17.327G, 8, 15616, 54243484815
SKNSH_f08_s55_TOBIAS.qsub.sh.o887294, 25:44:02, 82637.78834, 2266.20396, 5.699M, 15.562G, 8, 13382, 34890235723
K562_f02_s53_TOBIAS.qsub.sh.o887249, 34:48:55, 127732.36425, 3517.44868, 13.738M, 25.267G, 8, 18414, 78955896684
HEPG2_f02_s88_TOBIAS.qsub.sh.o887232, 29:58:36, 99136.74875, 2775.85008, 5.832M, 17.380G, 8, 15899, 60693142270
MCF7_f035_s34_TOBIAS.qsub.sh.o1367916, 26:00:29, 76840.87787, 2213.72607, 12.168M, 14.473G, 8, 13640, 50700649621
SKNSH_f035_s44_TOBIAS.qsub.sh.o1367918, 35:33:39, 118865.66591, 3795.66939, 5.582M, 18.657G, 8, 18154, 83571340337
K562_f025_s95_TOBIAS.qsub.sh.o1367929, 37:00:35, 136402.48121, 3760.75704, 13.031M, 25.327G, 8, 18972, 83972977768
HEPG2_f04_s36_TOBIAS.qsub.sh.o887234, 30:56:19, 100848.81260, 2509.25970, 5.520M, 16.181G, 8, 15866, 49905814188
MCF7_f035_s36_TOBIAS.qsub.sh.o1367917, 33:00:51, 100283.45728, 2212.92459, 3.691M, 14.408G, 8, 16986, 50699518606
HEPG2_f04_s24_TOBIAS.qsub.sh.o887233, 29:19:14, 95324.51177, 2485.20757, 3.184M, 16.097G, 8, 15080, 49902072796
SKNSH_f02_s80_TOBIAS.qsub.sh.o887286, 50:05:20, 171258.18614, 3902.66188, 3.500M, 20.250G, 8, 25646, 92531725091
GM12878_f06_s35_TOBIAS.qsub.sh.o887219, 29:40:09, 106091.91894, 2768.45017, 3.617M, 17.047G, 8, 15149, 45680635402
MCF7_f025_s28_TOBIAS.qsub.sh.o1367930, 34:52:02, 106232.69913, 2408.48848, 3.621M, 15.063G, 8, 17955, 58439557892
K562_f005_s96_TOBIAS.qsub.sh.o887244, 35:37:49, 127884.20056, 2872.87242, 11.777M, 25.202G, 8, 18589, 66424821746
HEPG2_f01_s36_TOBIAS.qsub.sh.o887228, 37:06:57, 124467.04089, 2526.49969, 5.660M, 17.291G, 8, 19039, 54243700645
MCF7_f01_s53_TOBIAS.qsub.sh.o887265, 27:19:17, 79578.25844, 1422.42590, 2.242M, 15.142G, 8, 14439, 49433689267
HEPG2_f06_s42_TOBIAS.qsub.sh.o887236, 25:00:00, 79541.28986, 2004.25997, 5.723M, 15.213G, 8, 13195, 33743297285
K562_f08_s66_TOBIAS.qsub.sh.o887260, 36:27:54, 133322.71970, 2404.55465, 14.156M, 16.820G, 8, 19078, 34846549769
K562_f06_s32_TOBIAS.qsub.sh.o887254, 29:25:45, 105155.84709, 2793.72062, 5.672M, 17.885G, 8, 15391, 46539929886
MCF7_f025_s90_TOBIAS.qsub.sh.o1367932, 35:32:16, 108782.85426, 2420.14716, 12.207M, 15.223G, 8, 18174, 58439401865
MCF7_f06_s37_TOBIAS.qsub.sh.o887274, 26:05:46, 77463.69484, 1625.73365, 13.039M, 13.617G, 8, 13583, 30151966572
K562_f005_s74_TOBIAS.qsub.sh.o887243, 35:46:02, 128143.29227, 2909.28198, 5.621M, 25.236G, 8, 18426, 66423079404
MCF7_f04_s97_TOBIAS.qsub.sh.o887272, 31:19:26, 93988.91388, 2057.20013, 12.980M, 13.990G, 8, 16112, 44773157927
MCF7_f02_s49_TOBIAS.qsub.sh.o887268, 38:05:58, 116213.11387, 2311.58084, 5.816M, 15.174G, 8, 19711, 55235314545
HEPG2_f06_s96_TOBIAS.qsub.sh.o887238, 24:15:39, 77657.51725, 2004.57955, 5.605M, 15.252G, 8, 12659, 33746740414
GM12878_f08_s86_TOBIAS.qsub.sh.o887223, 36:34:33, 133202.18236, 2361.10082, 3.688M, 16.882G, 8, 18813, 32847318690
GM12878_f06_s82_TOBIAS.qsub.sh.o887220, 40:46:48, 149588.46641, 2782.34167, 5.891M, 17.182G, 8, 20838, 45680197554
SKNSH_f025_s18_TOBIAS.qsub.sh.o1367933, 41:40:59, 140272.62655, 4180.81587, 5.684M, 20.228G, 8, 21390, 97588537864
SKNSH_f005_s4_TOBIAS.qsub.sh.o887279, 36:45:20, 121649.60455, 3343.31614, 3.625M, 20.274G, 8, 19050, 79633508642
K562_f06_s49_TOBIAS.qsub.sh.o887255, 32:04:36, 113517.72311, 2728.65218, 12.859M, 17.766G, 8, 16789, 46540796942
SKNSH_f035_s99_TOBIAS.qsub.sh.o1367920, 45:39:17, 155774.51018, 3726.74457, 13.055M, 18.674G, 8, 23244, 83572527439
MCF7_f035_s26_TOBIAS.qsub.sh.o1367915, 24:50:42, 74002.57661, 2250.32334, 5.867M, 14.382G, 8, 13166, 50700405703
MCF7_f01_s31_TOBIAS.qsub.sh.o887264, 35:09:07, 104860.63141, 2137.04469, 5.781M, 15.059G, 8, 18377, 49433420184
HEPG2_f025_s88_TOBIAS.qsub.sh.o1367925, 39:33:44, 134084.28927, 2929.38673, 5.801M, 17.426G, 8, 20272, 64289475778
SKNSH_f06_s26_TOBIAS.qsub.sh.o1721530, 40:08:11, 138105.74891, 2678.51871, 3.645M, 15.659G, 8, 20423, 48284007645
MCF7_f02_s59_TOBIAS.qsub.sh.o887269, 26:20:47, 78539.04021, 2323.82686, 5.523M, 15.218G, 8, 14088, 55234612753
GM12878_f02_s49_TOBIAS.qsub.sh.o887213, 39:08:09, 142359.90473, 3409.74248, 5.879M, 19.703G, 8, 19878, 68442251209
HEPG2_f025_s9_TOBIAS.qsub.sh.o1367926, 39:25:47, 133581.43360, 2932.97223, 3.637M, 17.405G, 8, 20284, 64290024398
HEPG2_f04_s68_TOBIAS.qsub.sh.o887235, 28:44:36, 95151.41969, 2496.97610, 5.871M, 16.197G, 8, 14914, 49900653686
SKNSH_f02_s52_TOBIAS.qsub.sh.o887285, 37:41:37, 126245.79994, 3917.18431, 11.957M, 20.239G, 8, 19214, 92530774278
SKNSH_f06_s9_TOBIAS.qsub.sh.o1721531, 41:36:26, 141168.37016, 2658.98646, 5.621M, 15.753G, 8, 21059, 48270587476
MCF7_f025_s89_TOBIAS.qsub.sh.o1367931, 27:01:06, 80666.88655, 2419.43387, 5.719M, 15.021G, 8, 14195, 58439531341
MCF7_f08_s96_TOBIAS.qsub.sh.o887278, 20:39:10, 58363.32473, 1436.89077, 11.941M, 13.579G, 8, 10960, 22225944619
HEPG2_f035_s1_TOBIAS.qsub.sh.o1367910, 36:02:37, 121781.12460, 2685.11728, 3.586M, 16.590G, 8, 18689, 56397356660
K562_f025_s2_TOBIAS.qsub.sh.o1367927, 46:58:51, 177495.21636, 3783.38803, 5.742M, 25.267G, 8, 24344, 83971635984
SKNSH_f005_s86_TOBIAS.qsub.sh.o887281, 36:25:39, 120821.45804, 3309.23020, 12.910M, 20.204G, 8, 19005, 79630938454
SKNSH_f035_s84_TOBIAS.qsub.sh.o1367919, 47:29:03, 162434.03067, 3776.90099, 3.473M, 18.906G, 8, 24166, 83575499186
HEPG2_f035_s15_TOBIAS.qsub.sh.o1367909, 29:31:26, 97693.31720, 2697.00617, 5.906M, 16.625G, 8, 15403, 56400616672
GM12878_f035_s83_TOBIAS.qsub.sh.o1367907, 40:16:32, 148695.81604, 3730.84867, 3.551M, 19.454G, 8, 20584, 74253592970
SKNSH_f06_s13_TOBIAS.qsub.sh.o1721529, 37:34:41, 126298.86085, 2701.99094, 5.820M, 15.680G, 8, 19098, 48285248310
HEPG2_f02_s7_TOBIAS.qsub.sh.o887231, 29:58:05, 98697.64215, 2794.60179, 3.691M, 17.365G, 8, 15381, 60690841208
HEPG2_f005_s1_TOBIAS.qsub.sh.o887224, 36:46:05, 123280.01178, 2396.20324, 5.699M, 17.368G, 8, 18903, 51319698927
MCF7_f08_s13_TOBIAS.qsub.sh.o887276, 26:00:15, 76789.36992, 1450.67153, 5.871M, 13.543G, 8, 13576, 22226224744
HEPG2_f02_s75_TOBIAS.qsub.sh.o887230, 31:01:28, 102244.44389, 2782.75631, 3.617M, 17.342G, 8, 16088, 60691388698
K562_f035_s96_TOBIAS.qsub.sh.o1367914, 35:24:37, 129768.86139, 3732.09608, 5.492M, 23.055G, 8, 18563, 77901762102
SKNSH_f02_s88_TOBIAS.qsub.sh.o887287, 51:41:31, 176874.75542, 3962.66736, 5.750M, 20.534G, 8, 26187, 92530788458
GM12878_f025_s10_TOBIAS.qsub.sh.o1367921, 48:38:23, 182037.00443, 3560.38979, 11.992M, 19.724G, 8, 24711, 72148997761
SKNSH_f025_s47_TOBIAS.qsub.sh.o1367934, 38:58:21, 130591.33084, 4180.63753, 5.707M, 20.294G, 8, 20103, 97587823214
K562_f005_s45_TOBIAS.qsub.sh.o887242, 39:12:46, 144153.17341, 2921.83499, 5.879M, 25.295G, 8, 20696, 66423435138
K562_f02_s83_TOBIAS.qsub.sh.o887250, 36:02:46, 131372.33070, 3523.82832, 11.934M, 25.229G, 8, 18981, 78953580952
K562_f02_s33_TOBIAS.qsub.sh.o887248, 34:30:36, 126482.50447, 3565.10976, 5.836M, 25.227G, 8, 18057, 78956389579
K562_f01_s84_TOBIAS.qsub.sh.o887247, 42:22:55, 158088.82341, 3110.62998, 5.762M, 25.215G, 8, 21819, 70236670709
GM12878_f005_s40_TOBIAS.qsub.sh.o887207, 43:20:35, 161315.28013, 2917.74074, 5.734M, 19.585G, 8, 22579, 57650923151
MCF7_f005_s27_TOBIAS.qsub.sh.o887261, 25:43:44, 74441.54530, 2017.15434, 11.789M, 15.118G, 8, 13347, 46816891013
K562_f06_s78_TOBIAS.qsub.sh.o887256, 36:30:32, 133471.77145, 2799.29817, 5.855M, 17.888G, 8, 19005, 46540039060
MCF7_f01_s83_TOBIAS.qsub.sh.o887266, 32:32:34, 98462.68081, 2100.38717, 11.805M, 15.116G, 8, 16944, 49433258608
GM12878_f025_s77_TOBIAS.qsub.sh.o1367923, 40:23:44, 148330.78998, 3564.31368, 13.168M, 19.625G, 8, 20681, 72147855807
MCF7_f06_s78_TOBIAS.qsub.sh.o887275, 21:26:48, 61688.41931, 1674.26458, 3.562M, 13.626G, 8, 11201, 30156293899
K562_f08_s10_TOBIAS.qsub.sh.o887257, 28:48:20, 99989.11395, 2398.31869, 13.020M, 16.789G, 8, 15161, 34844030172
GM12878_f01_s40_TOBIAS.qsub.sh.o887210, 34:05:55, 123364.02281, 3010.16622, 13.414M, 19.645G, 8, 17439, 61093845895
K562_f08_s27_TOBIAS.qsub.sh.o887258, 35:34:38, 129983.82270, 2421.00381, 3.637M, 16.811G, 8, 18489, 34840728816
K562_f04_s6_TOBIAS.qsub.sh.o887252, 46:03:45, 172428.11628, 3450.23535, 3.504M, 21.302G, 8, 23544, 68740168128
MCF7_f04_s17_TOBIAS.qsub.sh.o887270, 24:28:34, 71554.37652, 2061.42642, 5.801M, 14.080G, 8, 13022, 44774349769
HEPG2_f08_s22_TOBIAS.qsub.sh.o887239, 29:08:35, 94737.94830, 1747.61995, 4.312M, 15.125G, 8, 15220, 24909814135
MCF7_f005_s39_TOBIAS.qsub.sh.o887262, 25:21:35, 73943.52126, 2011.90640, 3.625M, 15.109G, 8, 13294, 46817183633
K562_f01_s33_TOBIAS.qsub.sh.o887245, 32:52:58, 119000.23242, 3081.25748, 13.941M, 25.279G, 8, 17208, 70236738462
MCF7_f08_s40_TOBIAS.qsub.sh.o887277, 20:22:26, 57486.30543, 1471.71197, 3.703M, 13.612G, 8, 10863, 22225539383
GM12878_f04_s28_TOBIAS.qsub.sh.o887215, 36:46:53, 135117.07928, 3436.22099, 13.262M, 18.783G, 8, 18611, 66952762236
GM12878_f01_s2_TOBIAS.qsub.sh.o887209, 41:12:57, 152326.09996, 3031.94223, 12.969M, 19.590G, 8, 21042, 61093750719
K562_f035_s18_TOBIAS.qsub.sh.o1367912, 47:00:32, 177102.69651, 3711.06157, 5.836M, 23.061G, 8, 24090, 77900177442
HEPG2_f06_s67_TOBIAS.qsub.sh.o887237, 27:00:12, 86103.27310, 2025.52119, 13.223M, 15.165G, 8, 14189, 33749723360
SKNSH_f01_s29_TOBIAS.qsub.sh.o887284, 39:12:28, 129602.45046, 3499.25492, 3.516M, 20.357G, 8, 20063, 83613501025
SKNSH_f04_s34_TOBIAS.qsub.sh.o887288, 44:56:42, 152374.33102, 3457.22133, 5.738M, 17.744G, 8, 22888, 73326892165
K562_f01_s56_TOBIAS.qsub.sh.o887246, 40:54:39, 153856.08198, 3084.12306, 13.000M, 25.285G, 8, 21148, 70236212159
GM12878_f04_s50_TOBIAS.qsub.sh.o887216, 36:50:36, 135136.50899, 3475.63274, 5.719M, 18.880G, 8, 18675, 66953890274
HEPG2_f005_s95_TOBIAS.qsub.sh.o887226, 27:12:51, 88360.59194, 2387.53615, 5.742M, 17.369G, 8, 14091, 51321825309
GM12878_f08_s85_TOBIAS.qsub.sh.o887222, 34:35:35, 125309.66401, 2364.58922, 5.805M, 16.920G, 8, 17836, 32847983130
MCF7_f005_s76_TOBIAS.qsub.sh.o887263, 31:09:11, 93161.00916, 2031.40980, 3.637M, 15.117G, 8, 16448, 46815609646
MCF7_f04_s33_TOBIAS.qsub.sh.o887271, 24:08:48, 70974.17626, 2037.98309, 11.766M, 14.099G, 8, 12607, 44772915588
SKNSH_f01_s26_TOBIAS.qsub.sh.o887283, 36:44:03, 121771.55130, 3461.45352, 12.875M, 20.248G, 8, 19176, 83608443271
SKNSH_f01_s10_TOBIAS.qsub.sh.o887282, 34:57:56, 116078.17913, 3521.83146, 14.281M, 20.238G, 8, 18192, 83607089053
GM12878_f01_s72_TOBIAS.qsub.sh.o887211, 34:57:36, 125435.82067, 3066.28042, 3.559M, 19.650G, 8, 17756, 61094435640
HEPG2_f025_s76_TOBIAS.qsub.sh.o1367924, 38:44:14, 131486.10504, 2928.27865, 5.828M, 17.384G, 8, 19930, 64289531708
GM12878_f06_s13_TOBIAS.qsub.sh.o887218, 29:40:48, 106913.00645, 2736.37627, 13.098M, 17.313G, 8, 15229, 45678350710
GM12878_f02_s42_TOBIAS.qsub.sh.o887212, 37:09:16, 135135.88218, 3384.67275, 12.102M, 19.706G, 8, 18889, 68441729397
HEPG2_f08_s77_TOBIAS.qsub.sh.o887241, 22:58:22, 72331.65093, 1748.40514, 5.672M, 15.199G, 8, 11957, 24907972401
HEPG2_f005_s76_TOBIAS.qsub.sh.o887225, 27:49:02, 89911.59984, 2384.24426, 5.848M, 17.319G, 8, 14309, 51319413204
K562_f04_s7_TOBIAS.qsub.sh.o887253, 47:12:11, 177584.62260, 3445.79979, 3.602M, 21.436G, 8, 24525, 68736775812
GM12878_f04_s52_TOBIAS.qsub.sh.o887217, 47:23:01, 175401.95889, 3508.93549, 4.527M, 18.764G, 8, 24244, 66954076230
SKNSH_f08_s86_TOBIAS.qsub.sh.o887295, 28:01:46, 89723.40719, 2240.74933, 14.262M, 15.575G, 8, 14444, 34892988659
GM12878_f02_s76_TOBIAS.qsub.sh.o887214, 36:21:59, 132249.10312, 3412.06343, 5.633M, 19.690G, 8, 18467, 68440380627
GM12878_f08_s18_TOBIAS.qsub.sh.o887221, 29:55:49, 104926.03059, 2332.15494, 3.566M, 17.237G, 8, 15490, 32846343362
SKNSH_f04_s92_TOBIAS.qsub.sh.o887290, 33:33:10, 111917.22556, 3480.17725, 5.664M, 17.789G, 8, 17499, 73324536916
GM12878_f005_s21_TOBIAS.qsub.sh.o887206, 43:17:36, 160778.76561, 2921.20892, 5.500M, 19.632G, 8, 23217, 57650457191
GM12878_f005_s91_TOBIAS.qsub.sh.o887208, 42:02:18, 154359.40746, 2900.43208, 5.684M, 19.656G, 8, 21639, 57648461903
K562_f04_s28_TOBIAS.qsub.sh.o887251, 43:16:46, 161042.67307, 3471.74401, 5.672M, 21.412G, 8, 22383, 68741916869
SKNSH_f08_s49_TOBIAS.qsub.sh.o887293, 25:16:48, 81386.99325, 2248.79166, 3.605M, 15.578G, 8, 13410, 34899442474
HEPG2_f035_s73_TOBIAS.qsub.sh.o1367911, 29:43:11, 97315.26907, 2715.10489, 3.652M, 16.647G, 8, 15519, 56395144918
HEPG2_f08_s64_TOBIAS.qsub.sh.o887240, 21:49:27, 68384.43212, 1768.35394, 5.730M, 15.191G, 8, 11432, 24904404491
K562_f035_s49_TOBIAS.qsub.sh.o1367913, 34:51:58, 128007.99968, 3699.69862, 12.742M, 23.007G, 8, 18243, 77901793703
HEPG2_f01_s67_TOBIAS.qsub.sh.o887229, 29:21:32, 95646.57318, 2526.63186, 5.641M, 17.336G, 8, 15120, 54243543836
SKNSH_f04_s61_TOBIAS.qsub.sh.o887289, 44:54:46, 152819.18688, 3468.60798, 5.695M, 17.720G, 8, 22969, 73324659914
MCF7_f06_s34_TOBIAS.qsub.sh.o887273, 22:03:35, 62977.09042, 1676.46601, 3.535M, 13.644G, 8, 11614, 30149362980
SKNSH_f025_s74_TOBIAS.qsub.sh.o1367935, 49:57:52, 171196.70190, 4128.42637, 11.668M, 20.251G, 8, 25554, 97586133710
SKNSH_f005_s56_TOBIAS.qsub.sh.o887280, 37:51:04, 124274.75147, 3335.35403, 14.168M, 20.347G, 8, 19757, 79632377783
GM12878_f025_s40_TOBIAS.qsub.sh.o1367922, 37:02:09, 135936.59455, 3563.32331, 13.312M, 19.713G, 8, 18995, 72148433501
SKNSH_f06_s26_HINT.qsub.sh.o1721520, 10:10:09, 63936.86894, 2900.94721, 1.227G, 2.796G, 1, 38029, 48284007645
SKNSH_f005_s86_HINT.qsub.sh.o887090, 10:20:21, 66872.53683, 3708.74977, 1.200G, 2.924G, 1, 38902, 79630938454
GM12878_f01_s2_HINT.qsub.sh.o887018, 12:47:46, 100090.97900, 3515.75836, 1.474G, 3.392G, 1, 47993, 61093750719
MCF7_f025_s90_HINT.qsub.sh.o1367886, 07:43:02, 44609.95882, 2545.67637, 1.110G, 2.494G, 1, 29105, 58439401865
HEPG2_f01_s36_HINT.qsub.sh.o887037, 07:37:14, 51693.31246, 2671.74184, 1.306G, 3.131G, 1, 29231, 54243700645
HEPG2_f02_s7_HINT.qsub.sh.o887040, 10:55:01, 70910.57676, 3059.74934, 1.294G, 2.989G, 1, 40917, 60690841208
MCF7_f035_s26_HINT.qsub.sh.o1367899, 06:44:34, 38736.41904, 2286.01189, 1.108G, 2.583G, 1, 25508, 50700405703
GM12878_f08_s86_HINT.qsub.sh.o887032, 08:59:33, 66785.47370, 2487.58763, 1.438G, 3.457G, 1, 34390, 32847318690
HEPG2_f04_s68_HINT.qsub.sh.o887044, 09:31:04, 60876.36772, 2695.27061, 1.286G, 2.988G, 1, 35957, 49900653686
HEPG2_f08_s22_HINT.qsub.sh.o887048, 05:06:19, 33261.78659, 1625.34062, 1.275G, 2.992G, 1, 19836, 24909814135
GM12878_f01_s40_HINT.qsub.sh.o887019, 10:11:38, 80575.20503, 3518.46513, 1.442G, 3.384G, 1, 38911, 61093845895
SKNSH_f02_s88_HINT.qsub.sh.o887096, 14:48:11, 95209.90640, 4590.05660, 1.229G, 2.774G, 1, 55325, 92530788458
