file, cpu, mem(GBs), io(GB), vmem(M), maxvmem(M), nproc, time(s), inputfilesize(B)
HEPG2_r1e6_s44_PWM.qsub.sh.o878190, 00:28:06, 16175.38771, 6.98571, 24.151G, 25.287G, 1, 1757, 4425634
SKNSH_r1e7_s84_PWM.qsub.sh.o878249, 01:00:41, 67428.93414, 13.68363, 43.960G, 46.713G, 1, 3829, 8706714
K562_r5e7_s87_PWM.qsub.sh.o878222, 01:27:58, 124877.21369, 18.48676, 61.341G, 62.578G, 1, 5509, 12160170
GM12878_r1e6_s46_PWM.qsub.sh.o878173, 00:21:30, 10289.16856, 4.71055, 20.274G, 21.925G, 1, 1355, 3615343
HEPG2_r5e6_s92_PWM.qsub.sh.o878201, 00:52:49, 52013.85777, 12.20559, 36.150G, 41.776G, 1, 3276, 7992189
MCF7_r1e7_s81_PWM.qsub.sh.o878230, 01:02:45, 72431.71496, 14.22094, 39.351G, 46.901G, 1, 3939, 8948044
GM12878_r1e8_s87_PWM.qsub.sh.o878180, 01:23:06, 150555.63032, 22.00284, 81.845G, 86.303G, 1, 5130, 14607753
K562_r1e8_s19_PWM.qsub.sh.o878214, 01:57:40, 230192.23827, 25.48639, 77.625G, 80.129G, 1, 7358, 16910152
HEPG2_r1e7_s79_PWM.qsub.sh.o878195, 00:47:33, 50741.68564, 14.35016, 42.309G, 49.032G, 1, 2983, 9529663
SKNSH_r1e8_s71_PWM.qsub.sh.o878253, 01:42:08, 210322.04150, 25.77841, 78.653G, 83.884G, 1, 6412, 16662252
SKNSH_r5e7_s42_PWM.qsub.sh.o878259, 01:23:58, 147521.19285, 20.19093, 76.850G, 81.644G, 1, 5256, 13042406
SKNSH_r5e6_s25_PWM.qsub.sh.o878254, 00:48:42, 44134.17514, 11.12004, 33.035G, 36.550G, 1, 3070, 7028974
MCF7_r1e8_s17_PWM.qsub.sh.o878232, 01:49:49, 207442.96680, 24.96203, 73.763G, 79.579G, 1, 6886, 16091378
HEPG2_r1e8_s65_PWM.qsub.sh.o878196, 01:27:59, 169339.25580, 26.04137, 75.787G, 85.028G, 1, 5450, 17444959
GM12878_r1e6_s83_PWM.qsub.sh.o878174, 00:24:05, 11916.72291, 5.26731, 20.640G, 22.303G, 1, 1503, 3636688
MCF7_r5e6_s85_PWM.qsub.sh.o878236, 00:53:04, 50198.39031, 11.71922, 36.166G, 37.969G, 1, 3353, 7359740
HEPG2_r1e6_s9_PWM.qsub.sh.o878192, 00:27:51, 16348.53434, 6.99899, 23.179G, 25.456G, 1, 1727, 4315648
HEPG2_r5e8_s9_PWM.qsub.sh.o878207, 02:13:47, 387755.41065, 38.27137, 122.315G, 122.326G, 1, 8307, 25396997
HEPG2_r1e8_s92_PWM.qsub.sh.o878198, 01:28:29, 184075.53743, 25.97566, 93.599G, 97.603G, 1, 5490, 17437594
GM12878_r1e7_s61_PWM.qsub.sh.o878176, 00:54:10, 55364.02918, 11.88282, 41.370G, 44.800G, 1, 3329, 7780539
SKNSH_r1e7_s33_PWM.qsub.sh.o878247, 00:59:45, 70492.93260, 13.75720, 49.802G, 53.031G, 1, 3771, 8790916
HEPG2_r5e7_s95_PWM.qsub.sh.o878204, 01:15:36, 109213.09712, 20.58384, 3.609M, 73.361G, 1, 4667, 13629078
HEPG2_r5e6_s55_PWM.qsub.sh.o878200, 00:53:56, 53993.40774, 12.54602, 36.366G, 39.594G, 1, 3339, 8163053
K562_r5e6_s44_PWM.qsub.sh.o878218, 00:37:35, 28445.46793, 8.75496, 29.768G, 33.642G, 1, 2403, 5581961
GM12878_r5e7_s20_PWM.qsub.sh.o878184, 01:05:08, 79258.43962, 17.56617, 54.608G, 54.610G, 1, 4049, 11575073
SKNSH_r5e8_s14_PWM.qsub.sh.o1043088, 02:39:37, 466227.36149, 36.94061, 127.587G, 132.346G, 1, 9718, 24167489
HEPG2_r5e7_s39_PWM.qsub.sh.o878202, 01:25:25, 126482.27324, 20.50254, 58.049G, 73.239G, 1, 5261, 13630765
HEPG2_r1e6_s75_PWM.qsub.sh.o878191, 00:28:13, 17354.02682, 6.04689, 26.427G, 27.310G, 1, 1781, 4290707
GM12878_r5e8_s57_PWM.qsub.sh.o878189, 02:07:25, 307262.07407, 31.17589, 94.052G, 104.047G, 1, 7859, 20972258
MCF7_r5e6_s16_PWM.qsub.sh.o878235, 00:52:21, 55191.07262, 11.72554, 41.371G, 43.944G, 1, 3294, 7341545
MCF7_r1e6_s67_PWM.qsub.sh.o878226, 00:24:02, 11937.33828, 5.99451, 18.479G, 22.225G, 1, 1564, 4024837
MCF7_r5e8_s11_PWM.qsub.sh.o878241, 02:36:16, 408299.95076, 33.82310, 99.268G, 112.509G, 1, 9779, 21930214
K562_r1e6_s63_PWM.qsub.sh.o878209, 00:15:35, 6365.54003, 4.89955, 18.992G, 20.198G, 1, 982, 2971291
K562_r1e7_s12_PWM.qsub.sh.o878211, 00:54:41, 49354.50796, 11.47837, 36.172G, 36.806G, 1, 3386, 7371896
MCF7_r5e7_s81_PWM.qsub.sh.o878240, 01:33:37, 132667.81647, 20.14805, 57.196G, 72.690G, 1, 5901, 12917537
SKNSH_r5e6_s75_PWM.qsub.sh.o878255, 00:44:16, 40550.02650, 10.97586, 41.170G, 43.376G, 1, 2830, 7000255
SKNSH_r1e7_s34_PWM.qsub.sh.o878248, 00:59:20, 60820.57649, 13.82376, 37.587G, 43.125G, 1, 3742, 8738509
GM12878_r5e7_s79_PWM.qsub.sh.o878186, 01:00:56, 80967.76792, 17.34450, 57.717G, 63.608G, 1, 3804, 11516349
MCF7_r1e8_s88_PWM.qsub.sh.o878233, 01:54:06, 221815.14208, 25.09612, 77.934G, 79.630G, 1, 7126, 16120960
K562_r5e8_s8_PWM.qsub.sh.o878225, 03:20:56, 611296.77728, 41.85098, 3.684M, 131.801G, 1, 12516, 27379907
K562_r5e8_s71_PWM.qsub.sh.o878224, 02:50:04, 542077.45540, 41.68893, 129.050G, 150.156G, 1, 10613, 27797818
K562_r5e6_s42_PWM.qsub.sh.o878217, 00:38:07, 30145.51232, 8.86800, 34.185G, 35.058G, 1, 2438, 5658672
SKNSH_r1e8_s66_PWM.qsub.sh.o878251, 01:58:13, 237070.08432, 25.68151, 78.768G, 84.006G, 1, 7390, 16687468
GM12878_r5e7_s72_PWM.qsub.sh.o878185, 01:05:45, 79293.04078, 17.40399, 52.907G, 52.908G, 1, 4112, 11558533
HEPG2_r5e8_s59_PWM.qsub.sh.o878206, 02:11:20, 364008.41510, 38.17612, 115.439G, 123.209G, 1, 8128, 25849357
GM12878_r5e6_s66_PWM.qsub.sh.o878183, 00:32:10, 26635.14721, 9.88318, 35.469G, 38.400G, 1, 2007, 6372516
HEPG2_r5e6_s21_PWM.qsub.sh.o878199, 00:46:29, 43048.41770, 12.31827, 41.605G, 41.605G, 1, 2899, 8086371
GM12878_r5e8_s15_PWM.qsub.sh.o878188, 02:21:47, 340481.36682, 31.27244, 96.272G, 96.272G, 1, 8709, 20951376
HEPG2_r1e7_s62_PWM.qsub.sh.o878194, 00:48:19, 53768.18388, 14.70376, 49.303G, 50.047G, 1, 3013, 9679670
SKNSH_r1e6_s18_PWM.qsub.sh.o878244, 00:24:53, 12144.50286, 5.94123, 19.302G, 20.102G, 1, 1611, 3690562
GM12878_r5e6_s30_PWM.qsub.sh.o878181, 00:42:31, 34575.82004, 9.81357, 29.409G, 33.392G, 1, 2649, 6429465
GM12878_r1e7_s1_PWM.qsub.sh.o878175, 00:39:28, 36030.84447, 11.48135, 38.616G, 44.040G, 1, 2461, 7649846
MCF7_r1e8_s97_PWM.qsub.sh.o878234, 01:56:08, 220815.01426, 25.19576, 75.668G, 79.701G, 1, 7279, 16137419
MCF7_r1e6_s89_PWM.qsub.sh.o878228, 00:22:51, 11425.88583, 6.66339, 17.983G, 22.024G, 1, 1470, 4094879
K562_r5e7_s68_PWM.qsub.sh.o878221, 01:26:14, 122953.79024, 18.64947, 55.577G, 64.815G, 1, 5405, 12272810
SKNSH_r1e6_s68_PWM.qsub.sh.o878246, 00:26:21, 13194.40066, 5.80765, 19.232G, 20.592G, 1, 1705, 3753530
MCF7_r1e7_s84_PWM.qsub.sh.o878231, 01:03:42, 71792.56110, 14.17414, 39.285G, 46.806G, 1, 3989, 8937506
MCF7_r5e8_s83_PWM.qsub.sh.o878243, 02:36:05, 395493.48977, 33.82842, 101.546G, 112.886G, 1, 9751, 21957549
K562_r1e7_s24_PWM.qsub.sh.o878212, 00:38:20, 36605.55612, 11.48347, 40.898G, 43.410G, 1, 2440, 7353677
GM12878_r1e6_s18_PWM.qsub.sh.o878172, 00:18:21, 8525.28265, 5.72968, 20.492G, 22.154G, 1, 1152, 3618058
MCF7_r1e7_s24_PWM.qsub.sh.o878229, 01:02:43, 75755.62524, 14.19039, 46.474G, 51.950G, 1, 3953, 8943326
K562_r5e8_s63_PWM.qsub.sh.o878223, 02:25:56, 444415.55684, 41.70453, 129.168G, 150.289G, 1, 9155, 27825121
K562_r1e6_s95_PWM.qsub.sh.o878210, 00:19:53, 7964.08235, 4.11007, 16.516G, 17.133G, 1, 1264, 2971387
GM12878_r5e6_s50_PWM.qsub.sh.o878182, 00:31:17, 23764.98654, 9.88611, 29.375G, 32.701G, 1, 1973, 6429839
GM12878_r5e8_s14_PWM.qsub.sh.o878187, 02:19:41, 335644.72498, 31.20120, 93.636G, 98.941G, 1, 8613, 20958116
K562_r1e6_s37_PWM.qsub.sh.o878208, 00:15:14, 5659.24062, 3.67529, 15.903G, 16.491G, 1, 982, 2824026
MCF7_r5e8_s38_PWM.qsub.sh.o878242, 02:31:40, 404766.38859, 33.89124, 99.306G, 112.555G, 1, 9503, 21975548
MCF7_r5e6_s92_PWM.qsub.sh.o878237, 00:46:55, 44971.45548, 11.46766, 40.955G, 43.112G, 1, 2981, 7246819
MCF7_r5e7_s57_PWM.qsub.sh.o878239, 01:33:18, 155155.71881, 20.19931, 65.384G, 79.613G, 1, 5852, 12931600
SKNSH_r1e8_s21_PWM.qsub.sh.o878250, 01:57:37, 235522.88869, 25.75832, 81.282G, 82.041G, 1, 7339, 16672717
SKNSH_r5e7_s36_PWM.qsub.sh.o878257, 01:26:54, 150170.19043, 20.25444, 69.170G, 78.111G, 1, 5412, 13059639
K562_r1e8_s68_PWM.qsub.sh.o878215, 01:55:24, 228049.34878, 25.56909, 73.653G, 81.142G, 1, 7222, 16871508
MCF7_r5e7_s21_PWM.qsub.sh.o878238, 01:16:44, 117013.09982, 19.89045, 62.514G, 75.673G, 1, 4893, 12814182
K562_r1e7_s6_PWM.qsub.sh.o878213, 00:51:07, 46797.59369, 11.40608, 33.907G, 40.329G, 1, 3242, 7229514
SKNSH_r5e7_s41_PWM.qsub.sh.o878258, 01:26:13, 153512.90256, 20.16812, 76.095G, 80.882G, 1, 5384, 13049210
K562_r1e8_s70_PWM.qsub.sh.o878216, 01:37:16, 173764.99745, 25.56536, 3.352M, 80.047G, 1, 6136, 16867259
SKNSH_r5e8_s32_PWM.qsub.sh.o1043089, 02:41:08, 485340.62270, 36.97611, 3.570M, 130.912G, 1, 9791, 24161077
GM12878_r1e8_s5_PWM.qsub.sh.o878178, 01:21:04, 140624.67225, 22.10435, 3.574M, 87.259G, 1, 5006, 14396759
GM12878_r1e7_s65_PWM.qsub.sh.o878177, 00:42:49, 38268.05229, 11.88687, 35.044G, 38.954G, 1, 2654, 7788535
HEPG2_r1e8_s66_PWM.qsub.sh.o878197, 01:54:42, 239446.58323, 25.98162, 79.142G, 84.902G, 1, 7092, 17423881
HEPG2_r5e8_s31_PWM.qsub.sh.o878205, 02:20:11, 410156.40748, 38.38888, 3.562M, 121.482G, 1, 8700, 25842794
SKNSH_r1e6_s20_PWM.qsub.sh.o878245, 00:23:14, 11560.26764, 6.18164, 20.814G, 21.806G, 1, 1504, 3795413
SKNSH_r5e8_s69_PWM.qsub.sh.o1062888, 02:38:42, 460481.87329, 37.00038, 3.613M, 119.474G, 1, 9651, 24192867
K562_r5e6_s88_PWM.qsub.sh.o878219, 00:35:13, 25838.58900, 8.40642, 30.344G, 33.559G, 1, 2267, 5574097
MCF7_r1e6_s75_PWM.qsub.sh.o878227, 00:21:34, 10524.35775, 6.33299, 18.830G, 21.141G, 1, 1396, 3956800
SKNSH_r5e6_s7_PWM.qsub.sh.o878256, 00:44:58, 42113.88001, 10.95197, 37.528G, 41.856G, 1, 2874, 6926918
K562_r5e7_s35_PWM.qsub.sh.o878220, 01:09:41, 99637.25541, 18.46344, 58.282G, 65.764G, 1, 4453, 12266394
HEPG2_r1e7_s61_PWM.qsub.sh.o878193, 00:47:06, 52197.55557, 14.37747, 47.526G, 53.102G, 1, 2962, 9537392
GM12878_r1e8_s77_PWM.qsub.sh.o878179, 01:17:58, 144305.74300, 22.06537, 3.184M, 86.409G, 1, 4803, 14594812
HEPG2_r5e7_s76_PWM.qsub.sh.o878203, 01:14:49, 128627.91504, 20.29403, 65.671G, 81.341G, 1, 4664, 13635059
MCF7_r1e7_s81_PRINT.qsub.sh.o840900, 235:48:23, 12204168.49370, 10472.01593, 16.187G, 277.875G, 15, 79540, 134448003
MCF7_r5e7_s81_PRINT.qsub.sh.o840910, 218:06:18, 12555451.99413, 10478.97937, 15.989G, 299.394G, 15, 74667, 618347826
SKNSH_r1e8_s21_PRINT.qsub.sh.o840920, 278:46:34, 19184556.56704, 12002.95430, 18.464G, 366.243G, 15, 108730, 1175311201
HEPG2_r1e7_s62_PRINT.qsub.sh.o1694442, 241:56:20, 13298027.57085, 11942.38255, 16.940G, 280.372G, 15, 81452, 133929540
GM12878_r1e6_s18_PRINT.qsub.sh.o1072592, , , ,
K562_r5e8_s8_PRINT.qsub.sh.o840895, 373:47:28, 64835292.02605, 20513.70637, 6.082M, 930.468G, 15, 146083, 5540907086
SKNSH_r1e6_s68_PRINT.qsub.sh.o840916, 259:24:20, 12910156.21073, 11982.14204, 17.438G, 255.672G, 15, 91994, 13918041
K562_r1e8_s70_PRINT.qsub.sh.o840886, 353:08:25, 27502353.66819, 13638.19407, 21.380G, 406.170G, 15, 119076, 1272274291
MCF7_r5e8_s83_PRINT.qsub.sh.o840913, 225:19:12, 24494570.66334, 10541.38814, 31.706G, 555.897G, 15, 89522, 4528098821
GM12878_r1e6_s46_PRINT.qsub.sh.o840843, 311:23:06, 17472318.29836, 13424.80193, 19.316G, 289.054G, 15, 145583, 14199480
MCF7_r5e8_s11_PRINT.qsub.sh.o840911, 217:06:16, 21765523.70666, 10540.68331, 28.895G, 492.831G, 15, 85899, 4528055531
GM12878_r5e6_s66_PRINT.qsub.sh.o840853, 305:15:54, 19530078.50866, 13427.45900, 19.384G, 331.547G, 15, 115200, 68345510
GM12878_r5e7_s72_PRINT.qsub.sh.o840855, 325:25:02, 23367245.96145, 13438.42353, 21.272G, 382.771G, 15, 117470, 625725604
GM12878_r1e6_s18_PRINT.qsub.sh.o840842, 300:27:10, 16717666.93740, 13424.63494, 19.201G, 292.142G, 15, 139637, 14215065
HEPG2_r1e7_s61_PRINT.qsub.sh.o1694441, 263:43:21, 14762390.20969, 17911.14197, 4.113M, 291.856G, 15, 88177, 134178448
SKNSH_r1e7_s33_PRINT.qsub.sh.o840917, 267:35:44, 14083410.90236, 17925.22220, 6.168M, 279.885G, 15, 94843, 130431103
SKNSH_r1e8_s66_PRINT.qsub.sh.o840921, 304:20:03, 19473570.92856, 17958.59616, 3.703M, 326.949G, 15, 111993, 1175513693
K562_r1e7_s24_PRINT.qsub.sh.o840882, 285:37:55, 18016868.85729, 13618.00606, 20.091G, 331.012G, 15, 100194, 140151734
MCF7_r1e8_s97_PRINT.qsub.sh.o840904, 224:53:34, 13528143.73520, 15689.65510, 6.582M, 320.094G, 15, 84535, 1167302704
SKNSH_r5e8_s69_PRINT.qsub.sh.o1694413, 276:53:46, 35775970.09450, 11933.74960, 928.000K, 645.388G, 15, 91991, 4874588415
SKNSH_r1e7_s34_PRINT.qsub.sh.o840918, 284:25:10, 15076731.90167, 17924.66344, 3.266M, 293.410G, 15, 97185, 130081789
GM12878_r1e8_s77_PRINT.qsub.sh.o840849, 307:18:43, 23341187.59985, 13446.51976, 21.360G, 404.944G, 15, 112197, 1198832883
GM12878_r5e8_s14_PRINT.qsub.sh.o840857, 349:32:16, 44819567.14741, 13502.67315, 33.310G, 681.712G, 15, 141347, 4602202876
K562_r1e7_s6_PRINT.qsub.sh.o840883, 320:39:30, 20475169.31594, 13619.95769, 20.303G, 335.103G, 15, 107601, 140320114
MCF7_r1e8_s17_PRINT.qsub.sh.o840902, 232:11:28, 13938411.09683, 10487.64238, 16.835G, 316.416G, 15, 86713, 1167318890
MCF7_r1e7_s24_PRINT.qsub.sh.o840899, 229:13:09, 11966642.44177, 10471.18517, 16.104G, 271.923G, 15, 83453, 134387586
SKNSH_r5e8_s32_PRINT.qsub.sh.o1004055, 286:54:14, 37614881.22600, 12061.71857, 35.205G, 700.334G, 15, 116611, 4877823180
MCF7_r1e6_s89_PRINT.qsub.sh.o840898, 212:58:21, 9580233.70366, 10468.45012, 15.885G, 241.546G, 15, 77453, 14204224
GM12878_r1e7_s1_PRINT.qsub.sh.o840845, 289:44:49, 16869401.62136, 20081.35385, 6.395M, 309.727G, 15, 100769, 134443516
HEPG2_r1e8_s92_PRINT.qsub.sh.o840868, 245:49:21, 16804357.86675, 12067.44633, 19.025G, 359.786G, 15, 105830, 1167946970
GM12878_r5e6_s30_PRINT.qsub.sh.o840851, 293:55:26, 18635302.11758, 13427.62259, 3.293M, 334.255G, 15, 114960, 68303848
GM12878_r1e8_s5_PRINT.qsub.sh.o840848, 329:31:19, 22465716.50933, 13447.41750, 20.229G, 366.011G, 15, 120803, 1197886741
K562_r1e8_s68_PRINT.qsub.sh.o840885, 318:20:36, 24639993.58742, 13637.46477, 21.400G, 407.200G, 15, 110632, 1273307181
MCF7_r5e6_s16_PRINT.qsub.sh.o840905, 201:36:58, 9212071.71705, 10468.35560, 15.839G, 252.866G, 15, 68720, 68556343
K562_r5e6_s44_PRINT.qsub.sh.o840888, 362:35:49, 23819166.02577, 20367.11189, 4.586M, 344.860G, 15, 117643, 71135229
HEPG2_r5e8_s59_PRINT.qsub.sh.o840876, 298:53:57, 36496585.31632, 12118.57942, 32.502G, 629.985G, 15, 110751, 4306968443
K562_r5e6_s42_PRINT.qsub.sh.o840887, 317:42:30, 19931713.04806, 13616.44410, 19.701G, 330.046G, 15, 106644, 71109334
K562_r5e7_s35_PRINT.qsub.sh.o840890, 330:36:55, 25493867.26906, 13629.27483, 22.352G, 405.000G, 15, 111951, 657692289
GM12878_r1e7_s65_PRINT.qsub.sh.o840847, 296:10:14, 17651798.06409, 13427.17902, 19.657G, 319.195G, 15, 102576, 134373853
MCF7_r1e7_s84_PRINT.qsub.sh.o840901, 220:44:24, 11394157.01711, 15661.42787, 6.215M, 270.882G, 15, 75159, 134522149
HEPG2_r5e7_s76_PRINT.qsub.sh.o840873, 269:15:15, 17096170.47249, 12059.49224, 17.915G, 332.895G, 15, 96642, 616823218
GM12878_r1e6_s83_PRINT.qsub.sh.o840844, 276:45:34, 15427033.40967, 13423.24211, 19.473G, 283.262G, 15, 121132, 14192236
HEPG2_r5e7_s95_PRINT.qsub.sh.o840874, 295:45:11, 19218380.07982, 12060.10722, 19.152G, 344.748G, 15, 98495, 617687961
MCF7_r5e6_s92_PRINT.qsub.sh.o840907, 203:23:59, 9363036.40165, 10468.00195, 15.831G, 250.329G, 15, 69740, 68532199
HEPG2_r5e8_s9_PRINT.qsub.sh.o840877, 285:37:31, 33345171.52064, 12116.86098, 31.081G, 619.132G, 15, 106894, 4307028330
GM12878_r5e6_s50_PRINT.qsub.sh.o840852, 288:36:23, 18432063.87797, 20082.48140, 3.977M, 326.834G, 15, 106479, 68424900
SKNSH_r1e6_s18_PRINT.qsub.sh.o840914, 265:28:13, 13330683.61988, 11982.03063, 17.347G, 257.285G, 15, 116589, 13976651
HEPG2_r5e6_s92_PRINT.qsub.sh.o840871, 248:46:43, 14108815.45765, 18021.03685, 4.523M, 301.514G, 15, 98887, 68427044
SKNSH_r5e7_s41_PRINT.qsub.sh.o840927, 296:44:23, 19697422.78138, 17940.08178, 4.684M, 354.875G, 15, 101167, 611782574
HEPG2_r1e6_s75_PRINT.qsub.sh.o1694435, 206:39:04, 10804381.54760, 11933.87631, 17.711G, 260.265G, 15, 74952, 14395377
SKNSH_r1e8_s71_PRINT.qsub.sh.o840922, 299:08:19, 20914281.15931, 17955.81076, 4.539M, 381.441G, 15, 108394, 1176500578
K562_r5e7_s87_PRINT.qsub.sh.o840892, 357:50:08, 27706247.46779, 13628.92213, 22.415G, 415.262G, 15, 117753, 658406777
HEPG2_r1e8_s66_PRINT.qsub.sh.o840867, 266:38:00, 18240822.63258, 18052.57629, 6.477M, 362.578G, 15, 110309, 1168024137
HEPG2_r1e7_s79_PRINT.qsub.sh.o1694443, 280:33:28, 14776888.95164, 12048.18630, 16.945G, 285.398G, 15, 105828, 133855883
SKNSH_r1e6_s20_PRINT.qsub.sh.o840915, , , ,
SKNSH_r5e7_s42_PRINT.qsub.sh.o840928, 277:11:02, 17674905.80336, 11993.09933, 17.986G, 336.553G, 15, 95353, 611056979
GM12878_r5e8_s57_PRINT.qsub.sh.o840859, 352:57:57, 43994451.44660, 20211.49147, 3.828M, 630.316G, 15, 149933, 4602000724
MCF7_r1e8_s88_PRINT.qsub.sh.o840903, 227:33:53, 13947968.82106, 15690.38139, 4.746M, 328.088G, 15, 79610, 1166324688
MCF7_r1e6_s67_PRINT.qsub.sh.o840896, 214:36:21, 9584875.17671, 10467.67150, 15.825G, 238.050G, 15, 73108, 14242203
K562_r5e7_s68_PRINT.qsub.sh.o840891, 333:02:09, 23246253.79755, 13627.70903, 20.256G, 365.529G, 15, 119413, 658396240
K562_r5e8_s71_PRINT.qsub.sh.o840894, 382:13:21, 66803479.48057, 13705.93522, 44.460G, 943.963G, 15, 144585, 5540715456
MCF7_r1e6_s75_PRINT.qsub.sh.o840897, 215:56:49, 9686421.10526, 10468.17276, 15.936G, 239.525G, 15, 79348, 14273317
HEPG2_r1e8_s65_PRINT.qsub.sh.o1694449, 265:47:31, 18032599.20907, 18049.76712, 5.871M, 360.190G, 15, 102317, 1169182755
K562_r5e6_s88_PRINT.qsub.sh.o840889, 310:02:09, 20083336.02335, 20365.83549, 6.258M, 334.778G, 15, 104824, 71291028
SKNSH_r1e7_s84_PRINT.qsub.sh.o840919, 268:25:59, 14119058.15075, 11986.80014, 16.901G, 284.769G, 15, 94304, 130388240
SKNSH_r5e7_s36_PRINT.qsub.sh.o840926, 294:37:59, 18688276.50062, 11993.21208, 18.411G, 340.108G, 15, 101684, 610878091
MCF7_r5e7_s57_PRINT.qsub.sh.o840909, 229:47:23, 13303835.90200, 10479.58537, 15.982G, 308.034G, 15, 77424, 618374167
HEPG2_r5e7_s39_PRINT.qsub.sh.o840872, 283:00:57, 17957223.37640, 12060.00415, 18.962G, 334.727G, 15, 97673, 616582389
HEPG2_r5e6_s21_PRINT.qsub.sh.o840869, 260:37:07, 14935211.52407, 12050.53750, 18.196G, 306.122G, 15, 104824, 68417415
GM12878_r1e7_s61_PRINT.qsub.sh.o840846, 306:53:57, 18030313.66790, 13428.70192, 18.926G, 313.242G, 15, 105154, 134630213
SKNSH_r5e8_s14_PRINT.qsub.sh.o1004050, 297:24:02, 38848789.42833, 12061.53252, 34.982G, 696.817G, 15, 118789, 4875595298
GM12878_r5e7_s79_PRINT.qsub.sh.o840856, 314:23:09, 23018686.15818, 13437.95010, 21.546G, 384.712G, 15, 109237, 625458737
K562_r1e6_s37_PRINT.qsub.sh.o840878, 286:30:11, 16112469.78324, 13615.36592, 19.543G, 286.343G, 15, 104141, 14871282
MCF7_r5e7_s21_PRINT.qsub.sh.o840908, 209:27:33, 12101819.97198, 10477.63709, 16.130G, 305.141G, 15, 72438, 617920399
MCF7_r5e6_s85_PRINT.qsub.sh.o840906, 199:15:11, 9201889.85990, 10468.18604, 15.862G, 244.281G, 15, 68440, 68472864
SKNSH_r5e6_s75_PRINT.qsub.sh.o840924, 282:44:19, 16121767.05299, 17922.68860, 6.430M, 301.649G, 15, 94462, 66619075
K562_r1e6_s63_PRINT.qsub.sh.o840879, 305:21:17, 17119326.22028, 20360.67480, 6.465M, 293.967G, 15, 108376, 14832807
HEPG2_r1e6_s75_PRINT.qsub.sh.o840861, , , ,
GM12878_r5e8_s15_PRINT.qsub.sh.o840858, , , ,
HEPG2_r1e8_s65_PRINT.qsub.sh.o840866, , , ,
SKNSH_r5e8_s69_PRINT.qsub.sh.o1004057, , , ,
HEPG2_r5e8_s31_PRINT.qsub.sh.o840875, , , ,
HEPG2_r1e7_s79_PRINT.qsub.sh.o840865, , , ,
HEPG2_r1e7_s62_PRINT.qsub.sh.o840864, , , ,
GM12878_r5e7_s20_PRINT.qsub.sh.o840854, , , ,
HEPG2_r1e6_s44_PRINT.qsub.sh.o840860, , , ,
HEPG2_r1e7_s61_PRINT.qsub.sh.o840863, , , ,
MCF7_r5e8_s38_PRINT.qsub.sh.o840912, 214:30:11, 24516796.78429, 10541.42096, 33.448G, 595.839G, 15, 87596, 4527881426
SKNSH_r5e6_s7_PRINT.qsub.sh.o840925, 273:08:24, 15462345.71621, 17925.45413, 5.504M, 297.402G, 15, 92791, 66482438
K562_r1e8_s19_PRINT.qsub.sh.o840884, 363:01:34, 28199976.80331, 13639.05864, 512.000K, 409.306G, 15, 127479, 1271446593
K562_r1e7_s12_PRINT.qsub.sh.o840881, 311:09:45, 19751803.70050, 13618.07163, 20.150G, 334.328G, 15, 106835, 140134957
HEPG2_r5e8_s31_PRINT.qsub.sh.o1694461, 313:32:37, 38187334.64718, 11989.63070, 31.291G, 593.236G, 15, 104087, 4306986877
HEPG2_r1e6_s44_PRINT.qsub.sh.o1694427, 250:36:13, 13156308.33922, 11932.55339, 3.617M, 258.539G, 15, 84495, 14353705
K562_r5e8_s63_PRINT.qsub.sh.o840893, 397:11:27, 69477267.56427, 13705.55560, 44.631G, 932.040G, 15, 146445, 5539776257
K562_r1e6_s95_PRINT.qsub.sh.o840880, 310:59:31, 17416443.07135, 13614.52138, 19.327G, 287.034G, 15, 109973, 14832073
HEPG2_r1e6_s9_PRINT.qsub.sh.o840862, 229:05:04, 11502944.52734, 18016.84528, 6.074M, 269.069G, 15, 85569, 14347213
GM12878_r5e8_s15_PRINT.qsub.sh.o1694406, 347:14:20, 43047285.21949, 13231.98598, 32.716G, 631.515G, 15, 128856, 4602241312
SKNSH_r5e6_s25_PRINT.qsub.sh.o840923, 273:33:45, 16266858.17865, 17923.01530, 6.129M, 306.263G, 15, 95450, 66568943
HEPG2_r5e6_s55_PRINT.qsub.sh.o840870, 231:37:30, 13144226.69006, 12049.37953, 18.103G, 299.776G, 15, 96711, 68332021
GM12878_r5e7_s20_PRINT.qsub.sh.o1694397, 334:18:51, 24098497.25029, 13293.98613, 20.406G, 357.918G, 15, 103956, 625665336
GM12878_r1e8_s87_PRINT.qsub.sh.o840850, 349:30:45, 27069493.69220, 20115.22936, 6.270M, 418.568G, 15, 121055, 1198957797
GM12878_r5e6_s66_TOBIAS.qsub.sh.o830196, 17:44:25, 53266.82834, 796.51273, 3.617M, 16.020G, 8, 9339, 765088136
HEPG2_r1e8_s66_TOBIAS.qsub.sh.o830210, 27:28:35, 88167.70938, 1215.45084, 14.383M, 14.776G, 8, 14478, 12517568394
MCF7_r5e7_s57_TOBIAS.qsub.sh.o830253, 22:22:15, 63168.62747, 954.38524, 5.641M, 13.170G, 8, 11843, 6615043235
HEPG2_r5e6_s92_TOBIAS.qsub.sh.o830214, 16:46:43, 46575.29526, 700.67442, 1.602M, 14.584G, 8, 8891, 773322259
